index,sid,text,polarity,file
4,gr-24-5,".با تشکر
",0,data/main/Apple iPhone 5 - 16GB.xml
0,gr-25-1,با همه احترامي که براي اپل و باني فقيد آن (جابز ) قائل هستم.,0,data/main/Apple iPhone 5 - 16GB.xml
1,gr-25-2,بمدت دوسال آيفون 4 و 4اس داشتم.,0,data/main/Apple iPhone 5 - 16GB.xml
2,gr-25-3,.اما هميشه با معضل انتقال اطلاعات روبرو بودم.,-1,data/main/Apple iPhone 5 - 16GB.xml
3,gr-25-4,متاسفانه از نظر اپل انتقال و رد و بدل کردن اطلاعات و همچنين نصب برنامه با قيمت پايين همواره ممنوع است.,-1,data/main/Apple iPhone 5 - 16GB.xml
4,gr-25-5,شايد همين استراتژي افراط گونه سرانجام خوبي نداشته باشد.,-1,data/main/Apple iPhone 5 - 16GB.xml
5,gr-25-6,من فردا نوت 2 ميخرم چون به يقين نيازهاي مرا تامين خواهد کرد.,0,data/main/Apple iPhone 5 - 16GB.xml
6,gr-25-7,ولي دوست داشتم آنقدر اپل براي مشتريان ارزش قائل شود که رضايت آنها را مهم تصور کند.,0,data/main/Apple iPhone 5 - 16GB.xml
0,gr-26-1,من اين ايفون را از دجي کالا خريدم اسپيکر ايفون 5 خيلي با کيفيت بالا هست که از مدلهاي قبلي ايفون يه سر و گردن بالاتر هست در ضمن جالبه که بدونيد که ايفون 5  يک اسپيکر دارد سمت راست اسپيکر و سمت چپ فقط ميکروفون هست.,+1,data/main/Apple iPhone 5 - 16GB.xml
0,gr-27-1,سلام به همه دوستان اپل باز من از ايفون 2g تا ايفون 5 را گرفتم از تمام انها هم راضي هستم،  بنظر من ايفون 5 را که تهيه ميکنيد ديگر به لپ تاپ هم نياز پيدا نميکنيد.,+1,data/main/Apple iPhone 5 - 16GB.xml
1,gr-27-2,به غير از dvd rom.,0,data/main/Apple iPhone 5 - 16GB.xml
2,gr-27-3,همه امکانات را مخصوصآ در اينترنت برايتان به آساني فراهم ميکند.,+1,data/main/Apple iPhone 5 - 16GB.xml
0,gr-28-1,خريدمش,0,data/main/Apple iPhone 5 - 16GB.xml
0,gr-29-1,يه گوشيه تمام عيار,+2,data/main/Apple iPhone 5 - 16GB.xml
0,gr-30-1,همه چيزش عاليه.,+2,data/main/Apple iPhone 5 - 16GB.xml
1,gr-30-2,فقط بدنه اش خش پذير است,-1,data/main/Apple iPhone 5 - 16GB.xml
0,gr-31-1,بهترين گوشي بازاره!,+2,data/main/Apple iPhone 5 - 16GB.xml
1,gr-31-2,تو خريدش شک نکنيد!,0,data/main/Apple iPhone 5 - 16GB.xml
0,gr-32-1,به نظر من يکي از برترين و زيباترين گوشي هاييه که تا به حال منتشر شده!,+2,data/main/Apple iPhone 5 - 16GB.xml
1,gr-32-2,با قطر کمي که اين داره براي هرکسي جابه‌جاييش راحته!,+1,data/main/Apple iPhone 5 - 16GB.xml
2,gr-32-3,سرعت و عملکرد بالا هم که عاليه,+2,data/main/Apple iPhone 5 - 16GB.xml
0,gr-33-1, ميزان SAR اين گوشي اگر چه در حد استاندارد مي باشد اما بايد به آن توجه داشت.,0,data/main/Apple iPhone 5 - 16GB.xml
0,gr-34-1,سبک و زيبا و پر قدرت!,+1,data/main/Apple iPhone 5 - 16GB.xml
1,gr-34-2,فقط ۲ تا نقطه ضعف داره به نظرم!,-1,data/main/Apple iPhone 5 - 16GB.xml
2,gr-34-3,اونم اينست که صفحش کوچيکه.,-1,data/main/Apple iPhone 5 - 16GB.xml
3,gr-34-4,قيمتش هم به نسبت بقيه رقبا بالاتره.,-1,data/main/Apple iPhone 5 - 16GB.xml
0,gr-35-1,با سلام خدمت تمامي کاربران گرامي و مديريت محترم و زحمت کش ديجي کالا .,0,data/main/Apple iPhone 5 - 16GB.xml
1,gr-35-2,تشکر ويژه دارم بابت تحويل کالا در بهترين زمان .,+1,data/main/Apple iPhone 5 - 16GB.xml
2,gr-35-3,من اين گوشي رو چند روزي ميشه خريداري کردم فوق العادست .,+2,data/main/Apple iPhone 5 - 16GB.xml
3,gr-35-4,اگه ميتونيد بگيريد در توانتون هست حتما تهيه کنيد .,0,data/main/Apple iPhone 5 - 16GB.xml
4,gr-35-5,بهترين گوشي موجود در بازار,+2,data/main/Apple iPhone 5 - 16GB.xml
0,gr-36-1,بهترين گوشي از لحاظ کيفيت ساخت و سخت افزار و سيستم عامل-واقعاً معرکه است.,+2,data/main/Apple iPhone 5 - 16GB.xml
0,gr-37-1,با سلام خدمت همه دوستان ،  من مي خوام نظر خودم رو درباره ي اپل آيفون 5 بدم.,0,data/main/Apple iPhone 5 - 16GB.xml
1,gr-37-2,همانطور که از آمار هم پيدا است تا اين لحظه برترين گوشي هوشمند بازار حال حاضر در جهان است .,+1,data/main/Apple iPhone 5 - 16GB.xml
2,gr-37-3,شايد اين براي کسايي که تا حال تجربه ي داشتنش رو نداشتن زياد ملموس نباشه ،  ببينيد دوستان ،  شايد شما در ستون مقايسه که مي رويد بين اين گوشي گران قيمت و مثلاَ گوشي هاي برند هاي ديگر که ارزان تر هستند مقايسه اي کنيد و به اين نتيجه برسيد که اون گوشي ارزان تر بهتر و با قابليت تر هست.,0,data/main/Apple iPhone 5 - 16GB.xml
3,gr-37-4,اما واقعيت چيز ديگري است؛ در واقع برتري اپل اول از همه در سيستم عامل منحصر به فرد اوست.,+1,data/main/Apple iPhone 5 - 16GB.xml
4,gr-37-5,سيستم عاملي که واقعا کار باهاش لذت بخش است.,+1,data/main/Apple iPhone 5 - 16GB.xml
5,gr-37-6,در نظرات دوستان ميخوندم که مي گفتند خسته کننده است و يا برنامه براش گير نمياد و.,0,data/main/Apple iPhone 5 - 16GB.xml
6,gr-37-7,،  با احترام به نظر دوستمون بايد بگم شما اگه فقط يه هفته با اين سيستم عامل کار کنيد واقعا عاشق کار با اين سيستم عامل مي شويد.,+1,data/main/Apple iPhone 5 - 16GB.xml
7,gr-37-8,در واقع اين سيستم عامل تفاوتش با سيستم عامل هاي ديگر نظير اندرويد خيلي خيلي زياد است.,0,data/main/Apple iPhone 5 - 16GB.xml
8,gr-37-9,سيستم عامل اندرويد خيلي باگ ها داره که هنوز هم برطرف نشده ،  براي مثال برنامه ي اتصال به اينترنتش يا برنامه ي مپ که بسيار کند و کسل کننده است.,-2,data/main/Apple iPhone 5 - 16GB.xml
9,gr-37-10,درصورتي که در سيستم عامل حرفه اي IOS اصلا اينگونه نيست.,0,data/main/Apple iPhone 5 - 16GB.xml
10,gr-37-11,نکته دوم به طرز ساخت و خط توليد اين گوشي بر مي گردد که فکر نکنم هيچ کمپاني در دنيا داراي يک همچين خط توليدي باشد.,0,data/main/Apple iPhone 5 - 16GB.xml
11,gr-37-12,بدنه اي که براي آنتن دهي بهتر و خوش دست شدن با الماس تراشيده مي شود و دوربيني که براي لنز مقاومتي اش از ياقوت استفاده مي شود و از همه مهمتر صفحه نمايش بزرگ رتينا با وزن فقط 112 گرم که فکر مي کنم اعجاب برانگيز باشد.,+2,data/main/Apple iPhone 5 - 16GB.xml
12,gr-37-13,فقط يه نکته اي در رابطه با برنامه هاش هست که درسته ،  سخت گير مياد و به اندازه اندرويد تنوع و گستردگي نداره ،  ولي باز هم برنامه برايش هست و اينجوري نيست که کم برنامه برايش پيدا بشه.,0,data/main/Apple iPhone 5 - 16GB.xml
13,gr-37-14,در آخر مي خوام بگم با توجه به نکات بيان شده فوق ،  و با توجه به فيلم هاي موجود در همين سايت ،  اپل آيفون 5 برتري محسوسي نسبت به گوشي هاي اندرويدي ديگر دارد که از خريد آن پشيمان نخواهيد شد.,+1,data/main/Apple iPhone 5 - 16GB.xml
0,gr-38-1,"به نظر من فوق العادست
من به شخصه از اپل 4اس و 4 بدم ميومد اما کار کردن با اپل5 عاليه
اپل يه phone کامله
",+2,data/main/Apple iPhone 5 - 16GB.xml
0,gr-39-1,گوشي فوق العاده سريع.,+2,data/main/Apple iPhone 5 - 16GB.xml
1,gr-39-2,سبک.,+1,data/main/Apple iPhone 5 - 16GB.xml
2,gr-39-3,.باريک.,+1,data/main/Apple iPhone 5 - 16GB.xml
3,gr-39-4,"مستحکم و بي نظيري هست
با ايجاد يک اکانت اپل به راحتي ميشه از بيشتر امکانات دستگاههاي اپل استفاده کرد
بعضي از امکانات مانند pass book اصلا در ايران کارايي ندارند و اين ربطي به اپل ندارد
از زمان ارائه ios 6 اپل تحريم ها بر عليه ايران را برداشته در حالي که ديگر کمپاني ها مانند گوگل يا مايکروسافت ايران را از ليست تحريم خود حذف نکرده اند
البته قيمت آيفون و s3 اصلا در خارج از ايران هم قابل مقايسه نيستن و گالاکسي نوت 2 هم کمي از آيفون 5 16 گيگ قيمت پايين تري دارد",+1,data/main/Apple iPhone 5 - 16GB.xml
0,gr-40-1,با عرض سلام خدمت دوستان عزيز.,0,data/main/Apple iPhone 5 - 16GB.xml
1,gr-40-2,بايد به اين نکته توجه داشت که درسته مشخصات اين گوشي روي کاغذ از ديگر گوشي ها ضعيف تره ولي بیشترين بازدهي رو داره.,+1,data/main/Apple iPhone 5 - 16GB.xml
2,gr-40-3,من هم 5 داشتم هم با اس3 کار کردم و نوت2 ولي از نظر قدرت سيستم عامل و سخت افزاري دو گوشي سامسونگ اصلا به پاي 5 نميرسن.,0,data/main/Apple iPhone 5 - 16GB.xml
3,gr-40-4,اپل در گرافيک و پردازنده بي رقيبه.,+1,data/main/Apple iPhone 5 - 16GB.xml
4,gr-40-5,از نظر طراحي و صفحه نمايش هم معرکه هست.,+1,data/main/Apple iPhone 5 - 16GB.xml
5,gr-40-6,درسته که المينيوم دورش مقاومت کمتري داره ولي با يه کاور حل ميشه و جاي هيچ مشکلي نيست و اينو بگم واقعا در طراحي بي رقيب و بي نظير و..,+1,data/main/Apple iPhone 5 - 16GB.xml
6,gr-40-7,هست.,0,data/main/Apple iPhone 5 - 16GB.xml
0,gr-41-1,اين گوشي فوق العاده اس شگفت انگيز و باور نکردني  چرا که وقتي شما اون تو دستاتون ميگيريد ميفهميد که پولتون رو دور نريختين و مطمئن باشيد که تمام نياز هاي شما را  برطرف ميکنه حتي بعضي موقع ها باعث ميشه که مدت ها پشت لپ تاپ و کامپيوتر هم نشينيد چرا تمام کار هاي مربوط به خودشو ميتونين با خودش انجام بدين و به چيز ديگه اي نياز نداريد و اکثر نياز هاي روز مره مثل چک کردن ايميل اکانت هاي مختلف تون رو ميتونيد باهاش انجام بديد حتي بعضي از کار هاي تخصصي تر هم ميتونيد با اون انجام بديد!,+2,data/main/Apple iPhone 5 - 16GB.xml
1,gr-41-2,در مجموع اگر که ميخواهيد گوشي اي براي 4 يا 5 سال داشته باشيد که قديمي نشه ساپورت بشه برنامه هاي متنوع و با کيفيت بالا داشته باشه اين گوشي رو از دست نديد!,+1,data/main/Apple iPhone 5 - 16GB.xml
0,gr-42-1,گوشي خوبي هستش ولي‌ ۲ نکته داره.,+1,data/main/Apple iPhone 5 - 16GB.xml
1,gr-42-2,اول اينکه با وجود يکسان بودن تقريبي قيمت در خارج از ايران GS3 و I5 اينجا اختلاف چشمگيري دارن..,0,data/main/Apple iPhone 5 - 16GB.xml
2,gr-42-3,دوم اينکه اينجا به دليل نبود اينترنت و تحريم‌ها و.,0,data/main/Apple iPhone 5 - 16GB.xml
3,gr-42-4,امکانات بسيار کمي‌ داره نسبت به خارج از ايران.,-2,data/main/Apple iPhone 5 - 16GB.xml
4,gr-42-5,پس خريدش اصلا منطقي‌ نيست مگر دنبال چيز ديگه‌اي باشيد به جز کارايي‌.,-1,data/main/Apple iPhone 5 - 16GB.xml
0,gr-43-1,سال ها از خريد اولين گوشي همراه گذشته (z5 sony) ،  در اين مدت چند گوشي عوض کردم و با گذر زمان سلايق کاربري ام تغيير کرد ،  هميشه به اين فکر کردم که چرا همه ي امکانات در يک ديوايس موجود نيست؟,0,data/main/Apple iPhone 5 - 16GB.xml
1,gr-43-2,ولي در هر زمان که گوشي داشتم در يک يا دو آيتم سرآمد زمان خود به شمار مي رفت ،  تا اينکه از مجموع ارمان هاي مدنظر تجربه ي شخصي ام در کاربريه ايده آل را در اين پيدا کردم که در استفاده روزانه انعطاف پذيري مهم ترين خصيصه ي يه گوشي همراه است!,0,data/main/Apple iPhone 5 - 16GB.xml
